"seq_id","COG","COG_categories","description"
"210702-DFI.5.67","COG1961@2","L","COG COG1961 Site-specific recombinases, DNA invertase Pin homologs"
"210702-DFI.5.67","COG1961@2","L","Psort location Cytoplasmic, score"
"210702-DFI.5.67","COG1595@2","K","RNA polymerase sigma-24 subunit, ECF subfamily"
"210702-DFI.5.67","COG1396@2","K","Helix-turn-helix XRE-family like proteins"
"210702-DFI.5.67","COG1321@2","K","Helix-turn-helix diphteria tox regulatory element"
"210702-DFI.5.67","3329C@2","S","Psort location Cytoplasmic, score"
"210702-DFI.5.67","COG0237@2","H","Catalyzes the phosphorylation of the 3'-hydroxyl group of dephosphocoenzyme A to form coenzyme A"
"210702-DFI.5.67","COG1335@2","Q","Isochorismatase family"
"210702-DFI.5.67","3301W@2","S","Protein of unknown function (DUF3892)"
"210702-DFI.5.67","COG1799@2","D","Cell division protein that is part of the divisome complex and is recruited early to the Z-ring. Probably stimulates Z-ring formation, perhaps through the cross-linking of FtsZ protofilaments. Its function overlaps with FtsA"
"210702-DFI.5.67","COG1488@2","H","Catalyzes the synthesis of beta-nicotinate D- ribonucleotide from nicotinate and 5-phospho-D-ribose 1-phosphate at the expense of ATP"
"210702-DFI.5.67","30VHW@2","S","Psort location CytoplasmicMembrane, score 9.99"
"210702-DFI.5.67","COG2314@2","J","TM2 domain"
"210702-DFI.5.67","COG4260@2","L","SPFH domain-Band 7 family"
"210702-DFI.5.67","COG1647@2","S","COG1647 Esterase lipase"
"210702-DFI.5.67","327GW@2","S","Domain of unknown function (DUF4352)"
"210702-DFI.5.67","COG1135@2","P","Part of the ABC transporter complex MetNIQ involved in methionine import. Responsible for energy coupling to the transport system"
"210702-DFI.5.67","COG2011@2","P","PFAM binding-protein-dependent transport systems inner membrane component"
"210702-DFI.5.67","COG1464@2","M","Belongs to the nlpA lipoprotein family"
"210702-DFI.5.67","COG0420@2","L","SbcCD cleaves DNA hairpin structures. These structures can inhibit DNA replication and are intermediates in certain DNA recombination reactions. The complex acts as a 3'- 5' double strand exonuclease that can open hairpins. It also has a 5' single-strand endonuclease activity"
"210702-DFI.5.67","COG0419@2","L","Putative exonuclease SbcCD, C subunit"
"210702-DFI.5.67","COG0661@2","S","ABC1 family"
"210702-DFI.5.67","COG3937@2","S","Psort location Cytoplasmic, score"
"210702-DFI.5.67","COG1307@2","S","EDD domain protein, DegV family"
"210702-DFI.5.67","COG1387@2","E","Histidinol phosphatase and related hydrolases of the PHP family"
"210702-DFI.5.67","COG2003@2","E","Belongs to the UPF0758 family"
"210702-DFI.5.67","COG0628@2","S","AI-2E family transporter"
"210702-DFI.5.67","32QXI@2","S","Peptidase family M23"
"210702-DFI.5.67","COG1994@2","S","Peptidase, M50 family"
"210702-DFI.5.67","COG0803@2","P","Belongs to the bacterial solute-binding protein 9 family"
"210702-DFI.5.67","COG0749@2","L","In addition to polymerase activity, this DNA polymerase exhibits 5'-3' exonuclease activity"
"210702-DFI.5.67","COG0266@2","L","Involved in base excision repair of DNA damaged by oxidation or by mutagenic agents. Acts as DNA glycosylase that recognizes and removes damaged bases. Has a preference for oxidized purines, such as 7,8-dihydro-8-oxoguanine (8-oxoG). Has AP (apurinic apyrimidinic) lyase activity and introduces nicks in the DNA strand. Cleaves the DNA backbone by beta-delta elimination to generate a single-strand break at the site of the removed base with both 3'- and 5'-phosphates"
"210702-DFI.5.67","COG0794@2","M","sugar phosphate isomerase involved in capsule formation"
"210702-DFI.5.67","COG3611@2","L","Replication initiation and membrane attachment"
"210702-DFI.5.67","COG1484@2","L","IstB-like ATP binding protein"
"210702-DFI.5.67","COG0205@2","F","Catalyzes the phosphorylation of D-fructose 6-phosphate to fructose 1,6-bisphosphate by ATP, the first committing step of glycolysis"
"210702-DFI.5.67","COG0469@2","G","Belongs to the pyruvate kinase family"
"210702-DFI.5.67","COG3291@2","N","Listeria-Bacteroides repeat domain (List_Bact_rpt)"
"210702-DFI.5.67","COG5492@2","N","Listeria-Bacteroides repeat domain (List_Bact_rpt)"
"210702-DFI.5.67","COG0630@2","NU","Type II/IV secretion system protein"
"210702-DFI.5.67","COG2309@2","E","Thermophilic metalloprotease (M29)"
"210702-DFI.5.67","COG1704@2","S","LemA family"
"210702-DFI.5.67","COG4907@2","S","Predicted membrane protein (DUF2207)"
"210702-DFI.5.67","COG1961@2","L","PFAM Resolvase"
"210702-DFI.5.67","COG3981@2","S","Acetyltransferase (GNAT) domain"
"210702-DFI.5.67","COG0432@2","S","Uncharacterised protein family UPF0047"
"210702-DFI.5.67","COG0561@2","S","Sucrose-6F-phosphate phosphohydrolase"
"210702-DFI.5.67","COG0441@2","J","Catalyzes the attachment of threonine to tRNA(Thr) in a two-step reaction L-threonine is first activated by ATP to form Thr-AMP and then transferred to the acceptor end of tRNA(Thr)"
"210702-DFI.5.67","COG0715@2","P","COG0715 ABC-type nitrate sulfonate bicarbonate transport systems periplasmic components"
"210702-DFI.5.67","COG0234@2","O","Binds to Cpn60 in the presence of Mg-ATP and suppresses the ATPase activity of the latter"
"210702-DFI.5.67","COG0459@2","O","Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions"
"210702-DFI.5.67","COG1225@2","O","Antioxidant, AhpC TSA family"
"210702-DFI.5.67","COG1609@2","K","helix_turn _helix lactose operon repressor"
"210702-DFI.5.67","32TE0@2","S","Protein of unknown function (DUF1700)"
"210702-DFI.5.67","COG0110@2","S","Bacterial transferase hexapeptide (six repeats)"
"210702-DFI.5.67","COG5566@2","S","COG2197 Response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain"
"210702-DFI.5.67","COG1695@2","K","Transcriptional regulator PadR-like family"
"210702-DFI.5.67","33RGC@2","S","Protein of unknown function (DUF2812)"
"210702-DFI.5.67","COG0597@2","MU","This protein specifically catalyzes the removal of signal peptides from prolipoproteins"
"210702-DFI.5.67","COG0564@2","J","Responsible for synthesis of pseudouridine from uracil"
"210702-DFI.5.67","COG0705@2","S","Rhomboid family"
"210702-DFI.5.67","COG2131@2","F","Cytidine and deoxycytidylate deaminase zinc-binding region"
"210702-DFI.5.67","COG2964@2","S","HTH domain"
"210702-DFI.5.67","COG1440@2","G","The phosphoenolpyruvate-dependent sugar phosphotransferase system (PTS), a major carbohydrate active - transport system, catalyzes the phosphorylation of incoming sugar substrates concomitant with their translocation across the cell membrane"
"210702-DFI.5.67","COG1455@2","G","The phosphoenolpyruvate-dependent sugar phosphotransferase system (PTS), a major carbohydrate active - transport system, catalyzes the phosphorylation of incoming sugar substrates concomitant with their translocation across the cell membrane"
"210702-DFI.5.67","COG1447@2","G","PTS system, Lactose/Cellobiose specific IIA subunit"
"210702-DFI.5.67","COG0436@2","E","Aminotransferase"
"210702-DFI.5.67","COG2723@2","G","Belongs to the glycosyl hydrolase 1 family"
"210702-DFI.5.67","COG3938@2","E","Proline racemase"
"210702-DFI.5.67","COG1039@2","L","Endonuclease that specifically degrades the RNA of RNA- DNA hybrids"
"210702-DFI.5.67","COG1193@2","L","Endonuclease that is involved in the suppression of homologous recombination and may therefore have a key role in the control of bacterial genetic diversity"
"210702-DFI.5.67","COG0322@2","L","The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrC both incises the 5' and 3' sides of the lesion. The N-terminal half is responsible for the 3' incision and the C-terminal half is responsible for the 5' incision"
"210702-DFI.5.67","COG1876@2","M","Psort location Cytoplasmic, score 9.36"
"210702-DFI.5.67","COG0456@2","K","Acetyltransferase (GNAT) domain"
"210702-DFI.5.67","COG3599@2","D","DivIVA protein"
"210702-DFI.5.67","COG5401@2","S","COG5401 Spore germination protein"
"210702-DFI.5.67","COG0622@2","S","Phosphoesterase"
"210702-DFI.5.67","COG1478@2","S","F420-0:Gamma-glutamyl ligase"
"210702-DFI.5.67","33QVN@2","S","Sporulation factor SpoIIGA"
"210702-DFI.5.67","COG1191@2","K","Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released"
"210702-DFI.5.67","COG1191@2","K","Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released"
"210702-DFI.5.67","33NMV@2","S","PRC-barrel domain"
"210702-DFI.5.67","COG0060@2","J","amino acids such as valine, to avoid such errors it has two additional distinct tRNA(Ile)-dependent editing activities. One activity is designated as 'pretransfer' editing and involves the hydrolysis of activated Val-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Val-tRNA(Ile)"
"210702-DFI.5.67","COG2206@2","T","Metal dependent phosphohydrolases with conserved 'HD' motif."
"210702-DFI.5.67","COG0566@2","J","Belongs to the class IV-like SAM-binding methyltransferase superfamily. RNA methyltransferase TrmH family"
"210702-DFI.5.67","COG4968@2","NU","Pfam:N_methyl_2"
"210702-DFI.5.67","COG1989@2","NOU","Cleaves type-4 fimbrial leader sequence and methylates the N-terminal (generally Phe) residue"
"210702-DFI.5.67","COG1459@2","NU","Type II secretion system (T2SS), protein F"
"210702-DFI.5.67","COG4972@2","NU","Pilus assembly protein"
"210702-DFI.5.67","33C5X@2","S","Prokaryotic N-terminal methylation motif"
"210702-DFI.5.67","COG2165@2","NU","Pfam:N_methyl_2"
"210702-DFI.5.67","COG2804@2","NU","type II secretion system protein E"
"210702-DFI.5.67","COG2805@2","NU","Type II/IV secretion system protein"
"210702-DFI.5.67","COG0016@2","J","Belongs to the class-II aminoacyl-tRNA synthetase family. Phe-tRNA synthetase alpha subunit type 1 subfamily"
"210702-DFI.5.67","COG0072@2","J","Psort location Cytoplasmic, score"
"210702-DFI.5.67","COG1408@2","S","Calcineurin-like phosphoesterase superfamily domain"
"210702-DFI.5.67","COG0595@2","S","An RNase that has 5'-3' exonuclease and possibly endonuclease activity. Involved in maturation of rRNA and in some organisms also mRNA maturation and or decay"
"210702-DFI.5.67","COG0242@2","J","Removes the formyl group from the N-terminal Met of newly synthesized proteins. Requires at least a dipeptide for an efficient rate of reaction. N-terminal L-methionine is a prerequisite for activity but the enzyme has broad specificity at other positions"
"210702-DFI.5.67","COG0772@2","D","Cell cycle protein, FtsW RodA SpoVE family"
"210702-DFI.5.67","COG0742@2","L","RNA methyltransferase, RsmD family"
"210702-DFI.5.67","COG0669@2","H","Reversibly transfers an adenylyl group from ATP to 4'- phosphopantetheine, yielding dephospho-CoA (dPCoA) and pyrophosphate"
"210702-DFI.5.67","COG0177@2","L","DNA repair enzyme that has both DNA N-glycosylase activity and AP-lyase activity. The DNA N-glycosylase activity releases various damaged pyrimidines from DNA by cleaving the N- glycosidic bond, leaving an AP (apurinic apyrimidinic) site. The AP-lyase activity cleaves the phosphodiester bond 3' to the AP site by a beta-elimination, leaving a 3'-terminal unsaturated sugar and a product with a terminal 5'-phosphate"
"210702-DFI.5.67","COG0396@2","O","FeS assembly ATPase SufC"
"210702-DFI.5.67","COG3878@2","S","Domain of unknown function (DUF1963)"
"210702-DFI.5.67","COG0537@2","FG","Protein similar to CwfJ C-terminus 1"
"210702-DFI.5.67","COG0760@2","O","Chaperone involved in the correct folding and assembly of outer membrane proteins. Recognizes specific patterns of aromatic residues and the orientation of their side chains, which are found more frequently in integral outer membrane proteins. May act in both early periplasmic and late outer membrane-associated steps of protein maturation"
"210702-DFI.5.67","COG0760@2","O","PPIC-type PPIASE domain"
"210702-DFI.5.67","COG2755@2","E","GDSL-like Lipase/Acylhydrolase"
"210702-DFI.5.67","COG0719@2","O","SufB sufD domain protein"
"210702-DFI.5.67","COG0520@2","E","Catalyzes the removal of elemental sulfur and selenium atoms from L-cysteine, L-cystine, L-selenocysteine, and L- selenocystine to produce L-alanine"
"210702-DFI.5.67","COG0761@2","IM","Catalyzes the conversion of 1-hydroxy-2-methyl-2-(E)- butenyl 4-diphosphate (HMBPP) into a mixture of isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP). Acts in the terminal step of the DOXP MEP pathway for isoprenoid precursor biosynthesis"
"210702-DFI.5.67","COG0513@2","L","DEAD DEAH box helicase"
"210702-DFI.5.67","COG0648@2","L","Endonuclease IV plays a role in DNA repair. It cleaves phosphodiester bonds at apurinic or apyrimidinic sites (AP sites) to produce new 5'-ends that are base-free deoxyribose 5-phosphate residues. It preferentially attacks modified AP sites created by bleomycin and neocarzinostatin"
"210702-DFI.5.67","COG0456@2","K","Acetyltransferase (GNAT) domain"
"210702-DFI.5.67","330TH@2","S","Psort location Cytoplasmic, score"
"210702-DFI.5.67","COG0821@2","I","Converts 2C-methyl-D-erythritol 2,4-cyclodiphosphate (ME-2,4cPP) into 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate"
"210702-DFI.5.67","COG0768@2","M","Penicillin-binding protein, transpeptidase domain protein"
"210702-DFI.5.67","COG0267@2","J","Belongs to the bacterial ribosomal protein bL33 family"
"210702-DFI.5.67","COG0491@2","S","domain protein"
"210702-DFI.5.67","COG0456@2","K","Acetyltransferase (GNAT) domain"
"210702-DFI.5.67","COG2804@2","NU","type II secretion system protein E"
"210702-DFI.5.67","COG0745@2","KT","May play the central regulatory role in sporulation. It may be an element of the effector pathway responsible for the activation of sporulation genes in response to nutritional stress. Spo0A may act in concert with spo0H (a sigma factor) to control the expression of some genes that are critical to the sporulation process"
"210702-DFI.5.67","COG1459@2","NU","Type II secretion system (T2SS), protein F"
"210702-DFI.5.67","COG0231@2","J","Involved in peptide bond synthesis. Stimulates efficient translation and peptide-bond synthesis on native or reconstituted 70S ribosomes in vitro. Probably functions indirectly by altering the affinity of the ribosome for aminoacyl-tRNA, thus increasing their reactivity as acceptors for peptidyl transferase"
"210702-DFI.5.67","COG0283@2","F","Belongs to the cytidylate kinase family. Type 1 subfamily"
"210702-DFI.5.67","COG1160@2","S","GTPase that plays an essential role in the late steps of ribosome biogenesis"
"210702-DFI.5.67","COG0240@2","I","Glycerol-3-phosphate dehydrogenase"
"210702-DFI.5.67","COG4108@2","J","Increases the formation of ribosomal termination complexes and stimulates activities of RF-1 and RF-2. It binds guanine nucleotides and has strong preference for UGA stop codons. It may interact directly with the ribosome. The stimulation of RF- 1 and RF-2 is significantly reduced by GTP and GDP, but not by GMP"
"210702-DFI.5.67","COG0699@2","S","Stage IV sporulation protein A"
"210702-DFI.5.67","COG0776@2","L","Histone-like DNA-binding protein which is capable of wrapping DNA to stabilize it, and thus to prevent its denaturation under extreme environmental conditions"
"210702-DFI.5.67","COG2738@2","S","Psort location CytoplasmicMembrane, score"
"210702-DFI.5.67","COG3279@2","K","LytTr DNA-binding domain protein"
"210702-DFI.5.67","COG1695@2","K","transcriptional regulator, PadR family"
"210702-DFI.5.67","COG3442@2","S","CobB/CobQ-like glutamine amidotransferase domain"
"210702-DFI.5.67","COG0174@2","E","Glutamine synthetase, beta-Grasp domain"
"210702-DFI.5.67","COG0769@2","M","Mur ligase middle domain protein"
"210702-DFI.5.67","COG0152@2","F","Belongs to the SAICAR synthetase family"
"210702-DFI.5.67","COG0015@2","F","Belongs to the lyase 1 family. Adenylosuccinate lyase subfamily"
"210702-DFI.5.67","COG0504@2","F","Catalyzes the ATP-dependent amination of UTP to CTP with either L-glutamine or ammonia as the source of nitrogen. Regulates intracellular CTP levels through interactions with the four ribonucleotide triphosphates"
"210702-DFI.5.67","COG3707@2","K","ANTAR"
"210702-DFI.5.67","COG0104@2","F","Plays an important role in the de novo pathway of purine nucleotide biosynthesis. Catalyzes the first committed step in the biosynthesis of AMP from IMP"
"210702-DFI.5.67","COG0489@2","D","Binds and transfers iron-sulfur (Fe-S) clusters to target apoproteins. Can hydrolyze ATP"
"210702-DFI.5.67","COG4974@2","L","Belongs to the 'phage' integrase family"
"210702-DFI.5.67","COG4123@2","S","Methyltransferase"
"210702-DFI.5.67","COG1300@2","CP","Membrane"
"210702-DFI.5.67","COG0389@2","L","Poorly processive, error-prone DNA polymerase involved in untargeted mutagenesis. Copies undamaged DNA at stalled replication forks, which arise in vivo from mismatched or misaligned primer ends. These misaligned primers can be extended by PolIV. Exhibits no 3'-5' exonuclease (proofreading) activity. May be involved in translesional synthesis, in conjunction with the beta clamp from PolIII"
"210702-DFI.5.67","COG0750@2","M","stage IV sporulation protein B"
"210702-DFI.5.67","COG0497@2","L","May be involved in recombinational repair of damaged DNA"
"210702-DFI.5.67","COG1189@2","J","Methyltransferase"
"210702-DFI.5.67","COG1154@2","H","Catalyzes the acyloin condensation reaction between C atoms 2 and 3 of pyruvate and glyceraldehyde 3-phosphate to yield 1-deoxy-D-xylulose-5-phosphate (DXP)"
"210702-DFI.5.67","COG0142@2","H","Belongs to the FPP GGPP synthase family"
"210702-DFI.5.67","COG1722@2","L","Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides"
"210702-DFI.5.67","COG1131@2","V","ABC transporter"
"210702-DFI.5.67","COG1570@2","L","Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides"
"210702-DFI.5.67","COG0781@2","J","transcription antitermination"
"210702-DFI.5.67","2Z7TB@2","S","5'-nucleotidase"
"210702-DFI.5.67","32TJU@2","S","SpoIIIAH-like protein"
"210702-DFI.5.67","COG2357@2","S","Region found in RelA / SpoT proteins"
"210702-DFI.5.67","COG1917@2","S","Cupin domain"
"210702-DFI.5.67","COG0196@2","H","Belongs to the ribF family"
"210702-DFI.5.67","COG0130@2","J","Responsible for synthesis of pseudouridine from uracil- 55 in the psi GC loop of transfer RNAs"
"210702-DFI.5.67","COG0037@2","H","Belongs to the TtcA family"
"210702-DFI.5.67","32UH3@2","S","Immunity protein 51"
"210702-DFI.5.67","COG3481@2","S","PFAM HD domain"
"210702-DFI.5.67","COG1273@2","L","With LigD forms a non-homologous end joining (NHEJ) DNA repair enzyme, which repairs dsDNA breaks with reduced fidelity. Binds linear dsDNA with 5'- and 3'- overhangs but not closed circular dsDNA nor ssDNA. Recruits and stimulates the ligase activity of LigD"
"210702-DFI.5.67","COG1793@2","L","PFAM ATP dependent DNA ligase"
"210702-DFI.5.67","COG0173@2","J","Catalyzes the attachment of L-aspartate to tRNA(Asp) in a two-step reaction L-aspartate is first activated by ATP to form Asp-AMP and then transferred to the acceptor end of tRNA(Asp)"
"210702-DFI.5.67","COG0124@2","J","Psort location Cytoplasmic, score 10.00"
"210702-DFI.5.67","COG0217@2","K","transcriptional regulatory protein"
"210702-DFI.5.67","COG1835@2","I","Acyltransferase family"
"210702-DFI.5.67","COG1284@2","S","Uncharacterized protein conserved in bacteria (DUF2179)"
"210702-DFI.5.67","COG0495@2","J","Belongs to the class-I aminoacyl-tRNA synthetase family"
"210702-DFI.5.67","COG1238@2","S","SNARE associated Golgi protein"
"210702-DFI.5.67","COG0493@2","C","Psort location Cytoplasmic, score"
"210702-DFI.5.67","COG0543@2","C","Oxidoreductase"
"210702-DFI.5.67","COG0710@2","E","Involved in the third step of the chorismate pathway, which leads to the biosynthesis of aromatic amino acids. Catalyzes the cis-dehydration of 3-dehydroquinate (DHQ) and introduces the first double bond of the aromatic ring to yield 3- dehydroshikimate"
"210702-DFI.5.67","COG1638@2","G","Bacterial extracellular solute-binding protein, family 7"
"210702-DFI.5.67","COG0327@2","S","NIF3 (NGG1p interacting factor 3)"
"210702-DFI.5.67","COG1593@2","G","Tripartite ATP-independent periplasmic transporter, DctM component"
"210702-DFI.5.67","COG3090@2","G","the current gene model (or a revised gene model) may contain a frame shift"
"210702-DFI.5.67","COG0477@2","EGP","Major Facilitator Superfamily"
"210702-DFI.5.67","COG0169@2","E","Involved in the biosynthesis of the chorismate, which leads to the biosynthesis of aromatic amino acids. Catalyzes the reversible NADPH linked reduction of 3-dehydroshikimate (DHSA) to yield shikimate (SA)"
"210702-DFI.5.67","COG0446@2","C","NADH flavin oxidoreductase NADH oxidase"
"210702-DFI.5.67","COG1902@2","C","NADH flavin oxidoreductase NADH oxidase"
"210702-DFI.5.67","COG0583@2","K","Transcriptional regulator, LysR"
"210702-DFI.5.67","COG0169@2","E","Involved in the biosynthesis of the chorismate, which leads to the biosynthesis of aromatic amino acids. Catalyzes the reversible NADPH linked reduction of 3-dehydroshikimate (DHSA) to yield shikimate (SA)"
"210702-DFI.5.67","COG0703@2","E","Involved in the biosynthesis of the chorismate, which leads to the biosynthesis of aromatic amino acids. Catalyzes the reversible NADPH linked reduction of 3-dehydroshikimate (DHSA) to yield shikimate (SA)"
"210702-DFI.5.67","COG2876@2","E","Psort location Cytoplasmic, score 8.87"
"210702-DFI.5.67","COG0469@2","G","Pyruvate kinase, barrel domain"
"210702-DFI.5.67","COG1363@2","G","M42 glutamyl aminopeptidase"
"210702-DFI.5.67","32Y71@2","S","Protein of unknown function (DUF2809)"
"210702-DFI.5.67","COG1307@2","S","EDD domain protein, DegV family"
"210702-DFI.5.67","COG1451@2","S","Protein of unknown function DUF45"
"210702-DFI.5.67","COG0526@2","CO","Thioredoxin"
"210702-DFI.5.67","COG5496@2","S","THIoesterase"
"210702-DFI.5.67","COG1242@2","S","radical SAM protein, TIGR01212 family"
"210702-DFI.5.67","COG2071@2","S","Peptidase C26"
"210702-DFI.5.67","COG0647@2","G","Catalyzes the dephosphorylation of 2-6 carbon acid sugars in vitro"
"210702-DFI.5.67","COG0477@2","EGP","MFS_1 like family"
"210702-DFI.5.67","COG1309@2","K","Transcriptional regulator C-terminal region"
"210702-DFI.5.67","COG0213@2","F","COG COG0213 Thymidine phosphorylase"
"210702-DFI.5.67","COG0262@2","H","Key enzyme in folate metabolism. Catalyzes an essential reaction for de novo glycine and purine synthesis, and for DNA precursor synthesis"
"210702-DFI.5.67","COG1573@2","L","Uracil DNA glycosylase superfamily"
"210702-DFI.5.67","COG1187@2","J","Belongs to the pseudouridine synthase RsuA family"
"210702-DFI.5.67","COG2244@2","S","Polysaccharide biosynthesis protein"
"210702-DFI.5.67","COG1120@2","HP","ATP-binding protein"
"210702-DFI.5.67","COG3871@2","S","Pyridoxamine 5'-phosphate oxidase like"
"210702-DFI.5.67","COG0609@2","P","FecCD transport family"
"210702-DFI.5.67","COG0220@2","J","Catalyzes the formation of N(7)-methylguanine at position 46 (m7G46) in tRNA"
"210702-DFI.5.67","COG0609@2","P","Belongs to the binding-protein-dependent transport system permease family. FecCD subfamily"
"210702-DFI.5.67","COG0614@2","P","Periplasmic binding protein"
"210702-DFI.5.67","33CVX@2","S","Sporulation protein Cse60"
"210702-DFI.5.67","COG0329@2","H","Catalyzes the condensation of (S)-aspartate-beta- semialdehyde (S)-ASA and pyruvate to 4-hydroxy- tetrahydrodipicolinate (HTPA)"
"210702-DFI.5.67","COG0452@2","H","Flavoprotein"
"210702-DFI.5.67","COG0287@2","E","prephenate dehydrogenase (NADP+) activity"
"210702-DFI.5.67","COG0528@2","F","Catalyzes the reversible phosphorylation of UMP to UDP"
"210702-DFI.5.67","COG0162@2","J","Catalyzes the attachment of tyrosine to tRNA(Tyr) in a two-step reaction tyrosine is first activated by ATP to form Tyr- AMP and then transferred to the acceptor end of tRNA(Tyr)"
"210702-DFI.5.67","COG1609@2","K","Transcriptional regulator, LacI family"
"210702-DFI.5.67","COG0773@2","M","Belongs to the MurCDEF family"
"210702-DFI.5.67","COG2226@2","Q","Methyltransferase domain"
"210702-DFI.5.67","COG0624@2","E","Psort location Cytoplasmic, score"
"210702-DFI.5.67","COG1185@2","J","Involved in mRNA degradation. Catalyzes the phosphorolysis of single-stranded polyribonucleotides processively in the 3'- to 5'-direction"
"210702-DFI.5.67","COG0184@2","J","Forms an intersubunit bridge (bridge B4) with the 23S rRNA of the 50S subunit in the ribosome"
"210702-DFI.5.67","COG3214@2","S","Winged helix DNA-binding domain"
"210702-DFI.5.67","COG0680@2","C","Initiates the rapid degradation of small, acid-soluble proteins during spore germination"
"210702-DFI.5.67","COG0681@2","U","Belongs to the peptidase S26 family"
"210702-DFI.5.67","COG0635@2","H","Involved in the biosynthesis of porphyrin-containing compound"
"210702-DFI.5.67","COG0481@2","M","Required for accurate and efficient protein synthesis under certain stress conditions. May act as a fidelity factor of the translation reaction, by catalyzing a one-codon backward translocation of tRNAs on improperly translocated ribosomes. Back- translocation proceeds from a post-translocation (POST) complex to a pre-translocation (PRE) complex, thus giving elongation factor G a second chance to translocate the tRNAs correctly. Binds to ribosomes in a GTP-dependent manner"
"210702-DFI.5.67","COG1132@2","V","Psort location CytoplasmicMembrane, score"
"210702-DFI.5.67","COG1132@2","V","Psort location CytoplasmicMembrane, score"
"210702-DFI.5.67","COG1846@2","K","helix_turn_helix multiple antibiotic resistance protein"
"210702-DFI.5.67","COG0577@2","V","Psort location CytoplasmicMembrane, score"
"210702-DFI.5.67","346EU@2","S","YCII-related domain"
"210702-DFI.5.67","COG0615@2","IM","Psort location Cytoplasmic, score 9.98"
"210702-DFI.5.67","2Z9X5@2","S","Domain of unknown function (DUF1905)"
"210702-DFI.5.67","COG2720@2","V","VanW like protein"
"210702-DFI.5.67","COG3815@2","S","Predicted membrane protein (DUF2085)"
"210702-DFI.5.67","COG4913@2","S","Putative exonuclease SbcCD, C subunit"
"210702-DFI.5.67","303J1@2","S","Domain of unknown function (DUF4194)"
"210702-DFI.5.67","COG5001@2","T","Putative diguanylate phosphodiesterase"
"210702-DFI.5.67","COG0768@2","M","Penicillin-binding protein, transpeptidase domain protein"
"210702-DFI.5.67","COG0577@2","V","Efflux ABC transporter, permease protein"
"210702-DFI.5.67","COG1511@2","V","Efflux ABC transporter, permease protein"
"210702-DFI.5.67","COG1136@2","V","Psort location CytoplasmicMembrane, score 9.49"
"210702-DFI.5.67","COG1695@2","K","transcriptional regulator"
"210702-DFI.5.67","COG4817@2","S","Protein of unknown function (DUF1048)"
"210702-DFI.5.67","COG1357@2","S","Pentapeptide repeats (8 copies)"
"210702-DFI.5.67","COG0794@2","M","SIS domain"
"210702-DFI.5.67","COG4552@2","S","Psort location Cytoplasmic, score"
"210702-DFI.5.67","COG4866@2","S","Psort location Cytoplasmic, score"
"210702-DFI.5.67","COG3613@2","F","Nucleoside 2-deoxyribosyltransferase"
"210702-DFI.5.67","COG0329@2","E","Catalyzes the condensation of (S)-aspartate-beta- semialdehyde (S)-ASA and pyruvate to 4-hydroxy- tetrahydrodipicolinate (HTPA)"
"210702-DFI.5.67","COG3012@2","S","Plasmid pRiA4b ORF-3-like protein"
"210702-DFI.5.67","COG0431@2","S","NADPH-dependent FMN reductase"
"210702-DFI.5.67","COG2207@2","K","Helix-turn-helix domain"
"210702-DFI.5.67","COG1307@2","S","Uncharacterised protein, DegV family COG1307"
"210702-DFI.5.67","COG0115@2","EH","PFAM aminotransferase, class IV"
"210702-DFI.5.67","COG3829@2","K","PRD domain"
"210702-DFI.5.67","COG3933@2","K","PRD domain"
"210702-DFI.5.67","COG0800@2","G","2-dehydro-3-deoxyphosphogluconate aldolase 4-hydroxy-2-oxoglutarate aldolase"
"210702-DFI.5.67","COG1284@2","S","Uncharacterized protein conserved in bacteria (DUF2179)"
"210702-DFI.5.67","COG0787@2","M","Catalyzes the interconversion of L-alanine and D- alanine. May also act on other amino acids"
"210702-DFI.5.67","COG3716@2","G","PTS system mannose fructose sorbose family IID component"
"210702-DFI.5.67","COG3715@2","G","PTS system sorbose-specific iic component"
"210702-DFI.5.67","COG3444@2","G","PTS system sorbose subfamily IIB component"
"210702-DFI.5.67","COG3444@2","G","PTS system sorbose subfamily IIB component"
"210702-DFI.5.67","COG2893@2","G","PTS system, fructose"
"210702-DFI.5.67","COG2378@2","K","HTH domain protein"
"210702-DFI.5.67","COG1473@2","E","Peptidase dimerisation domain"
"210702-DFI.5.67","COG5002@2","T","His Kinase A (phosphoacceptor) domain"
"210702-DFI.5.67","COG1664@2","M","Polymer-forming cytoskeletal"
"210702-DFI.5.67","COG0745@2","T","Transcriptional regulatory protein, C terminal"
"210702-DFI.5.67","COG2159@2","S","Psort location Cytoplasmic, score 8.87"
