accession	ambiguous_bases	checkm2_completeness	checkm2_contamination	checkm2_model	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation_ncbi_taxa	gtdb_type_designation_ncbi_taxa_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
GB_GCA_001969565.1	5	93.24	2.86	Specific	95.95	0.06	711	g__Bacillus (UID864)	241	0.0	3766272	86.18394481147651	45	2004786	45.87575291176224	4370039	RS_GCF_001042485.2	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus paralicheniformis	not type material	none	f	5	5	899633	899633	899633	4	2922	MSZY01000002.1	899633	8	111	MSZY01000002.1	2922	5397	0	100	MSZY01000002.57703.60631	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus paralicheniformis	97111	97111	t	f	f	237966	237966	Contig	ASM196956v1	na	PRJNA360027	SAMN06204646	45	237966	India: Madurai	2017-01-23	GCA_001969565.1	none	full	na	goat skin from a tannery	9.92 N 78.11 E	0	2	Bacillus paralicheniformis	4430	na	26	none	none	none	none	none	2017/01/23	0	1648923	10	MKU3	Madurai kamaraj university	1648923	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus paralicheniformis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus subtilis group;s__Bacillus paralicheniformis	0	4370039	11	83	na	4370039	0	MSZY00000000.1	5393	45	899633	8	none	none	none	none	none	none	1547	MSZY01000002.1	1548	2835	0	99.742	CP020352.34083.35639	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus paralicheniformis	0	19	85	0
RS_GCF_962747665.1	0	99.99	0.01	Specific	99.92	0.23	657	f__Neisseriaceae (UID3890)	443	100.0	1779644	84.50455703631668	70	1090074	51.76103788555794	2105974	RS_GCF_962719845.1	f	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria bergeri	not type material	none	f	9	9	197365	197365	5938	1	2888	NZ_CAUIZL010000039.1	5938	1	109	NZ_CAUIZL010000039.1	2888	5245	0	99.446	ACDY02000019.14508.17397	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Neisseria;Neisseria cinerea ATCC 14685	30085	30085	t	f	f	76984	76984	Contig	02_07958_XS1_1	na	PRJNA224116	SAMEA4542422	70	76984	none	2023-08-04	GCA_962747665.1	none	full	5afa6f50-ed1b-11e5-bc69-3c4a9275d6c6	none	none	0	1	Neisseria bergeri	none	na	3	none	none	none	none	none	2023/08/04	0	1906581	1	5afa6f50-ed1b-11e5-bc69-3c4a9275d6c6	Wellcome Sanger Institute	1906581	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria bergeri	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria bergeri	0	2105974	11	51	na	2105974	0	CAUIZL000000000.1	1991	70	5938	1	none	none	none	none	none	none	1536	NZ_CAUIZL010000039.1	1536	2793	0	99.479	CP016659.1681373.1682923	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Neisseria;Neisseria meningitidis	0	19	53	0
RS_GCF_027365655.1	0	96.89	3.0	General	99.15	2.99	171	k__Bacteria (UID1453)	117	0.0	5718598	92.11136868528074	92	4357663	70.1903339243651	6208352	RS_GCF_003426815.1	f	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Desertimonas;s__Desertimonas flava	not type material	none	f	17	17	411165	411165	87374	2	2408	NZ_DAHXMD010000023.1	87374	1	111	NZ_DAHXMD010000023.1	2417	3430	0	91.932	FUFK010831163.39.3094	Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;Ilumatobacter;metagenome	67482	67482	t	f	f	121338	121338	Contig	ASM2736565v1	na	PRJNA224116	SAMN28406287	92	121338	China: Anhui; Tongling	2022-12-27	GCA_027365655.1	derived from metagenome	full	clean257	sediment	30.94547 N 117.99276 E	0	0	Desertimonas flava	none	na	4	none	none	none	none	none	2022/12/27	0	2064846	1	clean257	an eLibrary of Microbial Systematics and Genomics	2064846	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Desertimonas;s__Desertimonas flava	d__Bacteria;x__Terrabacteria group;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Desertimonas;s__Desertimonas flava	0	6208352	11	48	na	6208352	0	DAHXMD000000000.1	5832	92	45465	1	none	none	none	none	none	none	1522	NZ_DAHXMD010000024.1	1446	2649	0	99.723	MG696552.1.1446	Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;uncultured;Desertimonas flava	0	19	48	1
RS_GCF_014306215.1	0	100.0	0.06	Specific	100.0	0.15	1169	f__Enterobacteriaceae (UID5139)	340	0.0	4532249	87.65174309471013	68	2681702	51.86296135992756	5170746	RS_GCF_000006945.2	f	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	not type material	none	f	7	7	726977	726977	1085	3	1031	NZ_JACRWK010000054.1	239140	1	111	NZ_JACRWK010000007.1	1031	1905	0	100	CP032817.4925468.4928493	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica	76040	76040	f	f	t	239140	239140	Contig	ASM1430621v1	na	PRJNA224116	SAMN15830804	68	239140	China: Guangzhou	2020-08-26	GCA_014306215.1	none	full	na	feces	22.26 N 112.75 E	0	9	Salmonella enterica	none	na	9	none	none	none	none	none	2020/08/26	0	28901	4	1961	Sun Yat-sen University	28901	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	0	5170746	11	69	na	5170746	0	JACRWK000000000.1	4936	68	1302	2	none	none	none	none	none	none	1291	NZ_JACRWK010000051.1	1291	2385	0	100	CP030202.1215905.1217458	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica	0	19	70	1
GB_GCA_949405535.1	0	65.52	0.02	General	58.62	0.0	104	k__Bacteria (UID203)	58	0.0	977796	84.65868850358359	29	697133	60.358567116830855	1154986	GB_GCA_910577285.1	f	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Tidjanibacter;s__Tidjanibacter sp910577285	not type material	none	f	6	6	164861	164861	none	0	none	none	none	0	none	none	none	none	none	none	none	none	39827	39827	f	f	t	64453	64453	Contig	MH-0-5_111223.44_1677754713	na	PRJEB32890	SAMEA112715158	29	64453	none	2023-03-16	GCA_949405535.1	derived from metagenome	full	MH-0-5_111223.44_1677754713	mouse gut metagenome	none	0	none	uncultured Rikenellaceae bacterium	none	na	none	none	none	none	none	none	2023/03/16	0	331634	none	MH-0-5_111223.44_1677754713	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	331634	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__;s__	d__Bacteria;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;x__environmental samples;s__uncultured Rikenellaceae bacterium	0	1154986	none	none	na	1154986	0	CASMWY000000000.1	942	29	24737	1	none	none	none	none	none	none	305	CASMWY010000018.1	305	531	2.69e-149	98.033	JRGF01000044.3.1537	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes inops	0	6	8	0
RS_GCF_028895005.1	0	99.99	0.86	Specific	99.59	0.31	1025	g__Ensifer (UID3566)	322	0.0	6198741	85.62388286483873	6	4486688	61.975108778230535	7239500	RS_GCF_017876815.1	f	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Sinorhizobium;s__Sinorhizobium meliloti	not type material	none	f	2	2	3246447	3246447	585858	3	2852	NZ_JAJJBI010000001.1	585858	3	108	NZ_JAJJBI010000001.1	2852	5262	0	99.965	CP021804.2876206.2879071	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Ensifer;Ensifer meliloti	1206583	1206583	t	f	f	1677950	1677950	Contig	ASM2889500v1	na	PRJNA224116	SAMN16976755	6	1677950	Italy	2023-03-01	GCA_028895005.1	none	full	na	nodules	none	0	1	Sinorhizobium meliloti	none	na	9	none	none	none	none	none	2023/03/01	0	382	3	CO438LL	University of Florence	382	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Sinorhizobium;s__Sinorhizobium meliloti	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;x__Sinorhizobium/Ensifer group;g__Sinorhizobium;s__Sinorhizobium meliloti	0	7239500	11	55	na	7239500	0	JAJJBI000000000.1	6922	6	585858	3	none	none	none	none	none	none	1482	NZ_JAJJBI010000001.1	1482	2737	0	100	CP021808.2068610.2070101	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Ensifer;Ensifer meliloti	0	19	56	1
GB_GCA_900552395.1	0	81.59	2.93	Specific	85.72	2.42	211	p__Actinobacteria (UID2112)	124	0.0	1622668	88.03709273835644	238	1111016	60.27765299235445	1843164	GB_GCA_900552395.1	t	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900552395	not type material	none	f	58	58	47682	47682	19773	2	588	URZJ01000010.1	7617	1	107	URZJ01000079.1	588	1064	0	99.32	ADJT01003964.201.2247	Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;uncultured Collinsella sp.	7744	7744	f	f	t	9637	9637	Contig	UMGS1497	na	PRJEB26432	SAMEA4892120	238	9637	none	2019-01-29	GCA_900552395.1	derived from metagenome	full	UMGS1497	human gut	none	0	none	uncultured Collinsella sp.	none	na	none	none	none	none	none	none	2019/01/29	0	165190	none	UMGS1497	EBI	165190	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	d__Bacteria;x__Terrabacteria group;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;x__environmental samples;s__uncultured Collinsella sp.	0	1843164	none	none	na	1843164	0	URZJ00000000.1	1733	238	19773	1	none	none	none	none	none	none	1502	URZJ01000010.1	1502	2747	0	99.667	CP024160.1707024.1708539	Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella aerofaciens	0	14	31	1
GB_GCA_025998075.1	0	93.17	0.37	Specific	93.07	0.0	143	k__Bacteria (UID2495)	89	0.0	910527	77.96836145420168	103	416761	35.68721442419011	1167816	RS_GCF_002355835.1	f	d__Bacteria;p__Elusimicrobiota;c__Endomicrobiia;o__Endomicrobiales;f__Endomicrobiaceae;g__Endomicrobium_A;s__Endomicrobium_A trichonymphae	not type material	none	f	13	13	72597	72597	22685	1	2877	BNVL01000020.1	22685	1	111	BNVL01000020.1	2877	5308	0	99.965	AP017459.128872.131761	Bacteria;Elusimicrobiota;Endomicrobia;Endomicrobiales;Endomicrobiaceae;Candidatus Endomicrobium;Candidatus Endomicrobium trichonymphae	11338	11338	t	f	f	27644	27644	Contig	ASM2599807v1	na	PRJDB10679	SAMD00253669	103	27644	none	2022-10-20	GCA_025998075.1	none	full	na	gut of Reticulitermes speratus	none	0	0	Endomicrobiia bacterium	none	na	3	none	none	none	none	none	2022/10/20	0	2660713	1	MS495-73	Microbe Division (RIKEN BRC JCM), RIKEN BioResource Center	2660713	d__Bacteria;p__Elusimicrobiota;c__Endomicrobiia;o__;f__;g__;s__	d__Bacteria;p__Elusimicrobiota;c__Endomicrobiia;x__unclassified Endomicrobiia;s__Endomicrobiia bacterium	0	1167816	11	44	na	1167816	0	BNVL00000000.1	1260	103	22685	1	none	none	none	none	none	none	1519	BNVL01000020.1	1519	2745	0	99.276	AP017459.126613.128192	Bacteria;Elusimicrobiota;Endomicrobia;Endomicrobiales;Endomicrobiaceae;Endomicrobium;Candidatus Endomicrobium trichonymphae	0	19	44	0
RS_GCF_006442585.1	0	100.0	0.11	Specific	99.51	0.0	512	o__Rhizobiales (UID3450)	244	0.0	5436464	87.9825254040806	36	3899821	63.113836531220855	6179027	RS_GCF_006442975.2	f	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium;s__Mesorhizobium sp006442685	not type material	none	f	5	5	888742	888742	5729	1	2803	NZ_VFVG01000030.1	400484	1	110	NZ_VFVG01000006.1	2803	5000	0	98.93	AY244364.1.2799	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Mesorhizobium;Mesorhizobium erdmanii USDA 3471	171639	171639	t	f	f	411819	411819	Contig	ASM644258v1	na	PRJNA224116	SAMN12071677	36	411819	Australia: WA; Badgingarra	2019-06-24	GCA_006442585.1	none	full	na	soil	none	0	1	Mesorhizobium sp. B2-4-8	none	na	3	none	none	none	none	none	2019/06/24	0	2589941	1	B2-4-8	Curtin University	2589941	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Phyllobacteriaceae;g__Mesorhizobium;s__	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Phyllobacteriaceae;g__Mesorhizobium;x__unclassified Mesorhizobium;s__Mesorhizobium sp. B2-4-8	0	6179027	11	45	na	6179027	0	VFVG00000000.1	5980	36	5729	1	none	none	none	none	none	none	1482	NZ_VFVG01000030.1	1476	2712	0	99.797	KM192334.1.1478	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Mesorhizobium;Mesorhizobium erdmanii USDA 3471	0	19	45	0
GB_GCA_949417385.1	0	84.32	1.89	Specific	89.9	1.92	314	p__Bacteroidetes (UID2605)	208	75.0	1620542	91.02399196560668	180	1055083	59.262806218566496	1780346	RS_GCF_910580175.1	f	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp910580175	not type material	none	f	35	35	93392	93392	none	0	none	none	none	0	none	none	none	none	none	none	none	none	9890	9890	f	f	t	14390	14390	Contig	extra-SRR6945377.15_1677799368	na	PRJEB32890	SAMEA112728820	180	14390	none	2023-03-17	GCA_949417385.1	derived from metagenome	full	extra-SRR6945377.15_1677799368	mouse gut metagenome	none	0	none	uncultured Alistipes sp.	none	na	none	none	none	none	none	none	2023/03/17	0	538949	none	extra-SRR6945377.15_1677799368	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	538949	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	d__Bacteria;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;x__environmental samples;s__uncultured Alistipes sp.	0	1780346	none	none	na	1780346	0	CASOQL000000000.1	1519	180	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	16	26	0
GB_GCA_949075875.1	0	95.74	0.28	General	94.18	0.22	263	o__Clostridiales (UID1212)	149	0.0	1509866	86.91096764092339	157	751955	43.31248603203933	1737256	GB_GCA_910579785.1	f	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__RACS-045;s__RACS-045 sp910579785	not type material	none	f	32	30	61676	61676	none	0	none	none	none	0	none	none	none	none	none	none	none	none	11058	12234	f	f	t	17064	20580	Scaffold	MGBC140801	na	PRJEB59335	SAMEA112411709	157	17064	none	2023-03-13	GCA_949075875.1	derived from metagenome	full	MGBC140801	Faeces	none	0	none	uncultured Eubacteriales bacterium	none	na	none	142	30	20580	11232	5453	2023/03/13	15	172733	none	MGBC140801	UNIVERSITY OF CAMBRIDGE	172733	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__;g__;s__	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Clostridia;o__Eubacteriales;x__environmental samples;s__uncultured Eubacteriales bacterium	1140	1737256	none	none	na	1736116	0	CARUKV000000000.1	1450	142	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	1140	17	37	0
GB_GCA_948753775.1	0	62.81	0.31	Specific	64.69	0.49	333	f__Lachnospiraceae (UID1256)	171	0.0	1908066	90.53749797744896	463	1029573	48.90790384993583	2107487	GB_GCA_910574715.1	f	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sporofaciens;s__Sporofaciens sp910574715	not type material	none	f	106	87	27950	33442	none	0	none	none	none	0	none	none	none	none	none	none	none	none	4546	5789	f	f	t	6496	7385	Scaffold	MGBC105555	na	PRJEB59335	SAMEA112379424	463	6496	none	2023-03-25	GCA_948753775.1	derived from metagenome	full	MGBC105555	Faeces	none	0	none	uncultured Dorea sp.	none	na	none	364	87	7385	4449	2909	2023/03/25	99	286138	none	MGBC105555	UNIVERSITY OF CAMBRIDGE	286138	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Dorea;s__	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Dorea;x__environmental samples;s__uncultured Dorea sp.	2361	2107487	none	none	na	2105126	0	CAQAJZ000000000.1	2285	364	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	2361	15	24	1
GB_GCA_013298265.1	0	87.56	1.21	General	84.7	3.92	659	f__Xanthomonadaceae (UID4214)	290	18.52	4141936	89.15125275373362	879	3068222	66.04711436108668	4645965	GB_GCA_013298265.1	t	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Tahibacter;s__Tahibacter sp013298265	not type material	none	f	244	239	30252	30252	none	0	none	none	none	0	none	none	none	none	none	none	none	none	5284	5577	f	f	t	6341	6463	Scaffold	ASM1329826v1	na	PRJNA555798	SAMN12754405	879	6341	New Zealand: Wai-iti river; Nelson	2020-06-08	GCA_013298265.1	derived from metagenome	full	bin79.metabat.ball.212	freshwater Microcoleus biofilm	none	0	none	Xanthomonadales bacterium	none	na	none	833	239	6463	4059	3091	2020/06/08	46	2006849	none	bin79.metabat.ball.212	University of Auckland	2006849	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__;s__	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;x__unclassified Xanthomonadales;s__Xanthomonadales bacterium	460	4645965	none	none	na	4645505	0	JAAFHE000000000.1	4184	833	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	460	15	29	0
GB_GCA_948553105.1	0	79.57	1.4	Specific	85.25	1.35	406	o__Bacteroidales (UID2617)	265	20.0	1862288	92.10811880208719	342	992171	49.089429285307865	2021850	GB_GCA_910586995.1	f	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp910586995	not type material	none	f	75	65	37018	37018	none	0	none	none	none	0	none	none	none	none	none	none	none	none	5909	7195	f	f	t	7831	9782	Scaffold	MGBC146807	na	PRJEB59335	SAMEA112417057	342	7831	none	2023-03-24	GCA_948553105.1	derived from metagenome	full	MGBC146807	Faeces	none	0	none	uncultured Muribaculaceae bacterium	none	na	none	281	65	9782	5476	3577	2023/03/24	61	2301481	none	MGBC146807	UNIVERSITY OF CAMBRIDGE	2301481	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__;s__	d__Bacteria;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;x__environmental samples;s__uncultured Muribaculaceae bacterium	700	2021850	none	none	na	2021150	0	CAOWRV000000000.1	1938	281	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	700	14	19	0
GB_GCA_002852645.1	0	100.0	0.22	Specific	99.7	0.12	1312	g__Klebsiella (UID5140)	336	0.0	5032174	87.53688050707011	163	3281422	57.094919188281125	5748633	RS_GCF_000742135.1	f	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae	not type material	none	f	12	11	328951	367733	4059	1	2786	NWDR01000073.1	203561	7	354	NWDR01000010.1	2786	5145	0	100	CP033396.5148777.5151699	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	35259	36615	f	f	t	175954	192994	Scaffold	ASM285264v1	na	PRJNA353728	SAMN07609129	163	175954	China: Sichuan; Chengdu	2018-01-03	GCA_002852645.1	none	full	na	none	none	0	none	Klebsiella pneumoniae subsp. pneumoniae	none	na	none	157	11	192994	77152	34549	2018/01/03	6	573	none	WCHKP020127	West China Hospital, Sichuan University	72407	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;x__Klebsiella/Raoultella group;g__Klebsiella;s__Klebsiella pneumoniae;sb__Klebsiella pneumoniae subsp. pneumoniae	1323	5748633	none	none	na	5747310	0	NWDR00000000.1	5488	157	4059	2	none	none	none	none	none	none	1063	NWDR01000073.1	1063	1964	0	100	CP033396.457925.459474	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	1323	19	80	1
GB_GCA_948992685.1	0	92.81	0.84	General	92.29	0.23	250	o__Clostridiales (UID1120)	143	0.0	1871317	88.79856579732207	49	1139837	54.11244560090732	2107373	GB_GCA_910577945.1	f	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Pumilibacteraceae;g__Anaerocaecibacter;s__Anaerocaecibacter sp910577945	not type material	none	f	10	8	171023	191520	72612	1	1889	CARICJ010000014.1	none	0	none	none	1918	1435	0	80.97	CZCB01010549.7430.9920	Bacteria;Firmicutes;Clostridia;DTU072;anaerobic digester metagenome	42988	60210	f	f	t	82533	102082	Scaffold	MGBC130219	na	PRJEB59335	SAMEA112403608	49	82533	none	2023-03-24	GCA_948992685.1	derived from metagenome	full	MGBC130219	Faeces	none	0	none	uncultured Eubacteriales bacterium	none	na	none	35	8	102082	72612	28416	2023/03/24	14	172733	none	MGBC130219	UNIVERSITY OF CAMBRIDGE	172733	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__;g__;s__	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Clostridia;o__Eubacteriales;x__environmental samples;s__uncultured Eubacteriales bacterium	950	2107373	none	none	na	2106423	0	CARICJ000000000.1	1748	35	109136	2	none	none	none	none	none	none	848	CARICJ010000007.1	811	1321	0	96.054	FJ881166.1.1473	Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group;uncultured bacterium	950	15	34	0
GB_GCA_949087165.1	9	90.74	0.06	General	88.04	0.0	223	c__Clostridia (UID1118)	124	0.0	1137000	90.15745440387843	80	593283	47.07500557410063	1261127	GB_GCA_910578765.1	f	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Coproplasma;s__Coproplasma sp910578765	not type material	none	f	15	11	74052	99948	none	0	none	none	33571	1	111	CARWCP010000016.1	none	none	none	none	none	none	15753	23354	f	f	t	29875	37006	Scaffold	MGBC104955	na	PRJEB59335	SAMEA112378863	80	29875	none	2023-03-11	GCA_949087165.1	derived from metagenome	full	MGBC104955	Faeces	none	0	none	Candidatus Borkfalkiaceae bacterium	none	na	none	54	11	37006	22693	12389	2023/03/11	26	2793040	none	MGBC104955	UNIVERSITY OF CAMBRIDGE	2793040	d__Bacteria;p__Bacillota;c__Clostridia;o__Candidatus Borkfalkiales;f__Candidatus Borkfalkiaceae;g__;s__	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Clostridia;o__Candidatus Borkfalkiales;f__Candidatus Borkfalkiaceae;x__unclassified Candidatus Borkfalkiaceae;s__Candidatus Borkfalkiaceae bacterium	825	1261127	none	none	na	1260302	0	CARWCP000000000.1	1199	54	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	825	8	14	0
